iteration, time, yplus_min, yplus_max, yplus_max_pos_x, yplus_max_pos_y, yplus_max_pos_z, yplus_prom 
1, 5e-05, 4.11878e-07, 75.8494, -1.83883, -0.16096, 0.450779, 5.38849 
2, 0.0001, 0.162918, 76.8304, -1.83883, -0.16096, 0.450779, 1.63543 
3, 0.00015, 0.0372014, 77.3988, -2.47382, 0.145448, 0.024581, 1.6466 
4, 0.0002, 0.044958, 79.4188, -2.47382, 0.145448, 0.024581, 1.47346 
5, 0.00025, 0.0441317, 80.0279, -2.47382, 0.145448, 0.024581, 1.24144 
6, 0.0003, 0.0379405, 80.201, -2.47382, 0.145448, 0.024581, 1.14126 
7, 0.00035, 0.0359118, 80.2237, -2.47382, 0.145448, 0.024581, 1.08513 
8, 0.0004, 0.0282205, 80.2419, -2.47382, 0.145448, 0.024581, 1.05521 
9, 0.00045, 0.0232068, 80.0026, -2.47382, 0.145448, 0.024581, 1.04047 
10, 0.0005, 0.0163355, 80.2006, -2.47382, 0.145448, 0.024581, 1.03872 
