iteration, time, yplus_min, yplus_max, yplus_max_pos_x, yplus_max_pos_y, yplus_max_pos_z, yplus_prom 
1, 5e-05, 4.11878e-07, 75.8494, -1.83883, -0.16096, 0.450779, 5.38849 
2, 0.0001, 0.162918, 76.8304, -1.83883, -0.16096, 0.450779, 1.63543 
3, 0.00015, 0.0559155, 77.4645, -2.47382, 0.145448, 0.024581, 1.64655 
4, 0.0002, 0.0517827, 79.4209, -2.47382, 0.145448, 0.024581, 1.47348 
5, 0.00025, 0.0362579, 79.927, -2.47382, 0.145448, 0.024581, 1.24124 
6, 0.0003, 0.0374208, 80.0608, -2.47382, 0.145448, 0.024581, 1.14155 
7, 0.00035, 0.0345337, 80.127, -2.47382, 0.145448, 0.024581, 1.08536 
8, 0.0004, 0.027854, 79.8949, -2.47382, 0.145448, 0.024581, 1.05529 
9, 0.00045, 0.0217018, 80.0487, -2.47382, 0.145448, 0.024581, 1.0407 
10, 0.0005, 0.015419, 79.8502, -2.47382, 0.145448, 0.024581, 1.03824 
11, 0.00055, 0.00861841, 80.0297, -2.47382, 0.145448, 0.024581, 1.04499 
12, 0.0006, 0.0196824, 79.811, -2.47382, 0.145448, 0.024581, 1.05868 
13, 0.00065, 0.019104, 79.937, -2.47382, 0.145448, 0.024581, 1.07569 
14, 0.0007, 0.0164607, 79.7738, -2.47382, 0.145448, 0.024581, 1.09439 
15, 0.00075, 0.0121178, 79.9628, -2.47382, 0.145448, 0.024581, 1.11326 
16, 0.0008, 0.0258448, 79.7488, -2.47382, 0.145448, 0.024581, 1.13111 
17, 0.00085, 0.015544, 79.6179, -2.47382, 0.145448, 0.024581, 1.14772 
18, 0.0009, 0.0154527, 79.3595, -2.47382, 0.145448, 0.024581, 1.16279 
